id,label,desc,id_no_prefix,domain,range
http://dbpedia.org/ontology/firstFlightEndDate,first flight end date,first flight end date,firstFlightEndDate,SpaceShuttle,
http://dbpedia.org/ontology/firstFlightStartDate,first flight start date,first flight start date,firstFlightStartDate,SpaceShuttle,
http://dbpedia.org/ontology/firstLaunchDate,first launch date,first launch date,firstLaunchDate,LaunchPad,
http://dbpedia.org/ontology/firstLaunchRocket,first launch rocket,first launch rocket,firstLaunchRocket,LaunchPad,Rocket
http://dbpedia.org/ontology/firstMention,first mention,first mention,firstMention,PopulatedPlace,
http://dbpedia.org/ontology/firstOlympicEvent,first olympic event,first olympic event,firstOlympicEvent,Sport,OlympicEvent
http://dbpedia.org/ontology/firstOwner,first owner,first owner,firstOwner,,Agent
http://dbpedia.org/ontology/firstPlace,first place,first place,firstPlace,,
http://dbpedia.org/ontology/firstProMatch,first pro match,first pro match,firstProMatch,Athlete,
http://dbpedia.org/ontology/firstPublisher,first publisher,first publisher,firstPublisher,WrittenWork,Agent
http://dbpedia.org/ontology/flagBearer,flag bearer,flag bearer,flagBearer,OlympicResult,Person
http://dbpedia.org/ontology/flagBorder,flag border,flag border,flagBorder,,
http://dbpedia.org/ontology/flagCaption,flag caption,flag caption,flagCaption,Flag,
http://dbpedia.org/ontology/flagLink,flag Link,flag Link,flagLink,,
http://dbpedia.org/ontology/flagSize,flagSize,flagSize,flagSize,Flag,
http://dbpedia.org/ontology/flora,flora,flora,flora,Place,
http://dbpedia.org/ontology/flower,flower,flower,flower,Place,Species
http://dbpedia.org/ontology/followedBy,followed by,followed by,followedBy,,
http://dbpedia.org/ontology/follows,follows,follows,follows,,
http://dbpedia.org/ontology/foot,foot,foot,foot,Person,
http://dbpedia.org/ontology/forces,forces,forces,forces,,
http://dbpedia.org/ontology/foresterDistrict,foresterDistrict,foresterDistrict,foresterDistrict,Place,
http://dbpedia.org/ontology/formerChannel,former channel,former channel,formerChannel,Broadcaster,
http://dbpedia.org/ontology/formula,formula,formula,formula,ChemicalSubstance,
http://dbpedia.org/ontology/fossil,fossil,fossil,fossil,Species,Species
http://dbpedia.org/ontology/foundation,foundation,foundation,foundation,PopulatedPlace,
http://dbpedia.org/ontology/free,free,free,free,FictionalCharacter,
http://dbpedia.org/ontology/freeDanseScore,free danse score,free danse score,freeDanseScore,Person,
http://dbpedia.org/ontology/freeFlightTime,free flight time (s),free flight time (s),freeFlightTime,Spacecraft,Time
http://dbpedia.org/ontology/freeLabel,freeLabel,freeLabel,freeLabel,FictionalCharacter,
http://dbpedia.org/ontology/freeProgCompetition,free prog competition,free prog competition,freeProgCompetition,Person,
http://dbpedia.org/ontology/freeProgScore,free prog score,free prog score,freeProgScore,Person,
http://dbpedia.org/ontology/freeScoreCompetition,free score competition,free score competition,freeScoreCompetition,Person,
http://dbpedia.org/ontology/friend,friend,friend,friend,Person,Person
http://dbpedia.org/ontology/frontierLength,length of a frontier,length of a frontier,frontierLength,Place,
http://dbpedia.org/ontology/fuel,fuel,fuel,fuel,,
http://dbpedia.org/ontology/fuelCapacity,fuel capacity (μ³),fuel capacity (μ³),fuelCapacity,Automobile,Volume
http://dbpedia.org/ontology/fuelConsumption,fuel consumption,fuel consumption,fuelConsumption,AutomobileEngine,
http://dbpedia.org/ontology/fuelTypeName,fuel type,fuel type,fuelTypeName,PowerStation,
http://dbpedia.org/ontology/fullCompetition,full competition,full competition,fullCompetition,Person,
http://dbpedia.org/ontology/fullScore,full score,full score,fullScore,Person,
http://dbpedia.org/ontology/functionEndDate,function end date,function end date,functionEndDate,PersonFunction,
http://dbpedia.org/ontology/functionEndYear,function end year,function end year,functionEndYear,PersonFunction,
http://dbpedia.org/ontology/functionStartDate,function start date,function start date,functionStartDate,PersonFunction,
http://dbpedia.org/ontology/functionStartYear,function start year,function start year,functionStartYear,PersonFunction,
http://dbpedia.org/ontology/gameModus,Modus the game can be played in,Modus the game can be played in,gameModus,,
http://dbpedia.org/ontology/geminiAward,Gemini Award,Gemini Award,geminiAward,Actor,Award
http://dbpedia.org/ontology/geneLocation,Gene Location,Gene Location,geneLocation,Gene,GeneLocation
http://dbpedia.org/ontology/generalCouncil,general council,general council,generalCouncil,Agent,TermOfOffice
http://dbpedia.org/ontology/geolocDepartment,geolocDepartment,geolocDepartment,geolocDepartment,Settlement,PopulatedPlace
http://dbpedia.org/ontology/geolocDual,geolocdual,geolocdual,geolocDual,Place,
http://dbpedia.org/ontology/geologicPeriod,geologic period,geologic period,geologicPeriod,Place,
http://dbpedia.org/ontology/geology,geology,geology,geology,,
http://dbpedia.org/ontology/giniCoefficientAsOf,gini coefficient as of,gini coefficient as of,giniCoefficientAsOf,PopulatedPlace,
http://dbpedia.org/ontology/giniCoefficientCategory,gini coefficient category,gini coefficient category,giniCoefficientCategory,PopulatedPlace,
http://dbpedia.org/ontology/giniCoefficientRanking,gini coefficient ranking,gini coefficient ranking,giniCoefficientRanking,PopulatedPlace,
http://dbpedia.org/ontology/gnisCode,gnis code,gnis code,gnisCode,PopulatedPlace,
http://dbpedia.org/ontology/gnl,gnl,gnl,gnl,PopulatedPlace,
http://dbpedia.org/ontology/goalsInLeague,goals in league,goals in league,goalsInLeague,SoccerPlayer,
http://dbpedia.org/ontology/goalsInNationalTeam,goals in national team,goals in national team,goalsInNationalTeam,SoccerPlayer,
http://dbpedia.org/ontology/goldMedalDouble,gold medal double,gold medal double,goldMedalDouble,TennisPlayer,
http://dbpedia.org/ontology/goldMedalMixed,gold medal mixed,gold medal mixed,goldMedalMixed,TennisPlayer,
http://dbpedia.org/ontology/goldMedalSingle,gold medal single,gold medal single,goldMedalSingle,TennisPlayer,
http://dbpedia.org/ontology/goldenCalfAward,Golden Calf Award,Golden Calf Award,goldenCalfAward,Actor,Award
http://dbpedia.org/ontology/goldenGlobeAward,Golden Globe Award,Golden Globe Award,goldenGlobeAward,Artist,Award
http://dbpedia.org/ontology/goldenRaspberryAward,Golden Raspberry Award,Golden Raspberry Award,goldenRaspberryAward,Actor,Award
http://dbpedia.org/ontology/government,government,government,government,Island,
http://dbpedia.org/ontology/governmentCountry,government country,government country,governmentCountry,Island,Country
http://dbpedia.org/ontology/governmentElevation,government elevation (μ),government elevation (μ),governmentElevation,Island,Length
http://dbpedia.org/ontology/governmentMountain,government mountain,government mountain,governmentMountain,Island,Mountain
http://dbpedia.org/ontology/governmentPlace,government place,government place,governmentPlace,Island,PopulatedPlace
http://dbpedia.org/ontology/governmentPosition,government position,government position,governmentPosition,Island,
http://dbpedia.org/ontology/governmentRegion,government region,government region,governmentRegion,Island,PopulatedPlace
http://dbpedia.org/ontology/governorate,governorate,governorate,governorate,PopulatedPlace,
http://dbpedia.org/ontology/goyaAward,Goya Award,Goya Award,goyaAward,Artist,Award
http://dbpedia.org/ontology/grammyAward,Grammy Award,Grammy Award,grammyAward,Artist,Award
http://dbpedia.org/ontology/grave,grave,grave,grave,Person,
http://dbpedia.org/ontology/greenLongDistancePisteNumber,green long distance piste number,green long distance piste number,greenLongDistancePisteNumber,Place,
http://dbpedia.org/ontology/greenSkiPisteNumber,green ski piste number,green ski piste number,greenSkiPisteNumber,Place,
http://dbpedia.org/ontology/grossDomesticProductAsOf,gross domestic product as of,gross domestic product as of,grossDomesticProductAsOf,PopulatedPlace,
http://dbpedia.org/ontology/grossDomesticProductNominalPerCapita,gross domestic product nominal per capita,gross domestic product nominal per capita,grossDomesticProductNominalPerCapita,PopulatedPlace,GrossDomesticProductPerCapita
http://dbpedia.org/ontology/grossDomesticProductPerPeople,gross domestic product per people,gross domestic product per people,grossDomesticProductPerPeople,Place,
http://dbpedia.org/ontology/grossDomesticProductPurchasingPowerParityPerCapita,gross domestic product purchasing power parity per capita,gross domestic product purchasing power parity per capita,grossDomesticProductPurchasingPowerParityPerCapita,PopulatedPlace,GrossDomesticProductPerCapita
http://dbpedia.org/ontology/grossDomesticProductRank,gross domestic product rank,gross domestic product rank,grossDomesticProductRank,Place,
http://dbpedia.org/ontology/groundsForLiquidation,grounds for termination of activities,grounds for termination of activities,groundsForLiquidation,Company,
http://dbpedia.org/ontology/guest,guest,guest,guest,TelevisionEpisode,Person
http://dbpedia.org/ontology/gun,aircraft gun,aircraft gun,gun,Aircraft,
http://dbpedia.org/ontology/gymApparatus,gym apparatus,gym apparatus,gymApparatus,Person,
http://dbpedia.org/ontology/hairColour,hair colour,hair colour,hairColour,Person,
http://dbpedia.org/ontology/hairs,hairs,hairs,hairs,FictionalCharacter,
http://dbpedia.org/ontology/hand,hand,hand,hand,Person,
http://dbpedia.org/ontology/handisport,handisport,handisport,handisport,Person,
http://dbpedia.org/ontology/hasAbsorbedMunicipality,the previous municipality from which this one has been created or enlarged,the previous municipality from which this one has been created or enlarged,hasAbsorbedMunicipality,Municipality,FormerMunicipality
http://dbpedia.org/ontology/hasAnnotation,Indicates an annotation associated with this document,Indicates an annotation associated with this document,hasAnnotation,Document,Annotation
http://dbpedia.org/ontology/hasChannel,has channel,has channel,hasChannel,,
http://dbpedia.org/ontology/hasInput,has input,has input,hasInput,,
http://dbpedia.org/ontology/hasJunctionWith,has junction with,has junction with,hasJunctionWith,Canal,Canal
http://dbpedia.org/ontology/hasKMLData,Has KML data associated with it (usually because of KML overlays),Has KML data associated with it (usually because of KML overlays),hasKMLData,File,
http://dbpedia.org/ontology/hasNaturalBust,has natural bust,has natural bust,hasNaturalBust,Person,
http://dbpedia.org/ontology/headOfFamily,family head,family head,headOfFamily,Family,Person
http://dbpedia.org/ontology/headteacher,head teacher,head teacher,headteacher,School,Person
http://dbpedia.org/ontology/heightAgainst,height against,height against,heightAgainst,Athlete,
http://dbpedia.org/ontology/heightAttack,height attack,height attack,heightAttack,Athlete,
http://dbpedia.org/ontology/heir,heir,heir,heir,Monarch,Person
http://dbpedia.org/ontology/heisman,heisman,heisman,heisman,Athlete,
http://dbpedia.org/ontology/highestAltitude,highest altitude,highest altitude,highestAltitude,Place,Altitude
http://dbpedia.org/ontology/highestBreak,highest break,highest break,highestBreak,SnookerPlayer,
http://dbpedia.org/ontology/highestBuildingInYear,highest building in year,highest building in year,highestBuildingInYear,Skyscraper,
http://dbpedia.org/ontology/highestMountain,highest mountain,highest mountain,highestMountain,,Mountain
http://dbpedia.org/ontology/highestPoint,highest point,highest point,highestPoint,Settlement,Place
http://dbpedia.org/ontology/highestPointIsland,highest point of the island,highest point of the island,highestPointIsland,Island,
http://dbpedia.org/ontology/highestPosition,highest position,highest position,highestPosition,,
http://dbpedia.org/ontology/highestRegion,highest region,highest region,highestRegion,Island,PopulatedPlace
http://dbpedia.org/ontology/highestState,highest state,highest state,highestState,Island,PopulatedPlace
http://dbpedia.org/ontology/hipSize,hip size (μ),hip size (μ),hipSize,Person,Length
http://dbpedia.org/ontology/historicalMap,historical map,historical map,historicalMap,Place,
http://dbpedia.org/ontology/historicalName,historical name,historical name,historicalName,Place,
http://dbpedia.org/ontology/historicalRegion,historical region,historical region,historicalRegion,PopulatedPlace,
http://dbpedia.org/ontology/hof,hof,hof,hof,Athlete,
http://dbpedia.org/ontology/homage,homage,homage,homage,Person,
http://dbpedia.org/ontology/homeArena,home arena,home arena,homeArena,,Arena
http://dbpedia.org/ontology/hopmanCup,hopman cup,hopman cup,hopmanCup,Athlete,
http://dbpedia.org/ontology/horseRidingDiscipline,horse riding discipline,horse riding discipline,horseRidingDiscipline,Athlete,Sport
http://dbpedia.org/ontology/hraState,hra state,hra state,hraState,PopulatedPlace,
http://dbpedia.org/ontology/humanDevelopmentIndexAsOf,human development index as of,human development index as of,humanDevelopmentIndexAsOf,PopulatedPlace,
http://dbpedia.org/ontology/humanDevelopmentIndexRank,human development index rank,human development index rank,humanDevelopmentIndexRank,Place,
http://dbpedia.org/ontology/humanDevelopmentIndexRankingCategory,human development index (HDI) category,human development index (HDI) category,humanDevelopmentIndexRankingCategory,PopulatedPlace,
http://dbpedia.org/ontology/iafdId,iafd id,iafd id,iafdId,Film,
http://dbpedia.org/ontology/icd1,ICD1,ICD1,icd1,Disease,
http://dbpedia.org/ontology/idNumber,id number,id number,idNumber,Person,
http://dbpedia.org/ontology/iftaAward,IFTA Award,IFTA Award,iftaAward,Actor,Award
http://dbpedia.org/ontology/iihfHof,lihf hof,lihf hof,iihfHof,Person,
http://dbpedia.org/ontology/illiteracy,illiteracy,illiteracy,illiteracy,PopulatedPlace,
http://dbpedia.org/ontology/imposedDanseCompetition,imposed danse competition,imposed danse competition,imposedDanseCompetition,Person,
http://dbpedia.org/ontology/imposedDanseScore,imposed danse score,imposed danse score,imposedDanseScore,Person,
